text_id,speaker_id,gender,topics,conv_id,turn,text,length,age_cat,clean_text,label,trigram_pred
41320,S0289,F,"['sources of funds to convert churches', 'history of a charitable building', 'fundraising tips']",SN59,241,we need to know we're like the Victorian architecture which is ours won't last as long as this,20,50_plus,need know like victorian architecture last long,1,0
8965,S0281,M,"['business idea', 'friends', 'international news.']",S6AP,273,"well they were <pause dur=""short"" /> they were",5,50_plus,well pause dur short,1,0
15520,S0269,M,['local politics - planning applications; arrangements to attend a forthcoming planning'],S9HC,134,it's gonna be a bit embarrassing if they all turn up at the town hall innit?,21,50_plus,gonna bit embarrassing turn town hall innit,1,0
56997,S0253,M,"['films', 'the dentist', 'holidays', 'books', 'gigs', 'food', 'football', 'writing', 'accents', 'tv shows', 'music', 'citibikes']",SVFH,620,it's not one of your cousins is it? you're not dating one of your cousins?,19,19_29,one cousins dating one cousins,0,0
37525,S0681,M,"['discussing the past day', 'wicken fen nature reserve', 'online banking', 'savings and interest', 'housing and issues', 'issues about dave’s front door and door keys', 'mapping genotypes', 'planning the next day', 'christmas cards', 'choosing and delivering a christmas present to friend', 'issues with my mobility rollator', 'changing battery in electric candle', 'christmas lists']",SLJ5,615,yeah,1,50_plus,yeah,1,0
5049,S0084,F,[],S48K,764,"she'll probably be the only one <pause dur=""short"" /> I was speaking to Tammy when she was over and she said she commutes an hour and a half each way <pause dur=""short"" /> and that's standard",32,19_29,probably one pause dur short speaking tammy said commutes hour half way pause dur short standard,0,0
25,S0486,F,"['art course running at the time', 'plus old issues concerning old college.']",S29X,26,I've just noticed that wow,6,50_plus,noticed wow,1,1
22533,S0238,F,"['scruffy clothes', 'breakfast', 'fruit farms', 'deserted medieval villages', 'roadworks', 'jam', 'coffee', 'growing herbs', 'old people', 'junk mail', 'phones', ""selling anon's old house""]",SDHU,153,"erm <pause dur=""short"" /> I'm waiting until I get this stuff <pause dur=""short"" /> before I do any <pause dur=""short"" /> more bread making which as I said should be arriving soon so <pause dur=""short"" /> <unclear /> <pause dur=""long"" /> you've got a homemade raspberry from the place I stayed last week",39,50_plus,erm pause dur short waiting get stuff pause dur short pause dur short bread making said arriving soon pause dur short unclear pause dur long got homemade raspberry place stayed last week,1,1
65765,UNKMULTI,M,"['film', 'literature', 'food']",SZPS,296,"<vocal desc=""laugh"" />",0,19_29,vocal desc laugh,0,0
925,S0680,F,"['computers', 'work colleagues in computing', 'furniture', 'discuss tidying up a house']",S2CY,85,and twiddle about like,4,50_plus,twiddle like,1,0
56819,S0671,M,"['shakespeare', 'sarcasm', 'skill learning and “winning”', 'surnames and nicknames', 'golf', 'places of work']",SVCT,492,erm just,2,19_29,erm,0,1
7674,S0281,M,['bringing my daughter from abroad to live here'],S5ER,587,yeah yeah that's true,5,50_plus,yeah yeah true,1,0
56086,S0084,F,"['food', 'identity', 'friends']",SV2V,1073,"<anon type=""place"" />",1,19_29,anon type place,0,1
21222,S0426,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,538,yes right,2,50_plus,yes right,1,1
7081,S0276,F,"['university', 'going out', 'food', 'dreams', 'tv shows', 'pregnancy', 'relationships with parents', 'future', 'travelling', 'foreign languages', 'studying', 'literature', '']",S5DJ,822,I didn't even realise,5,19_29,even realise,0,0
16248,S0284,M,"['a play and an actor', ""a 'who do you think you are' story"", 'family histories', ""women's careers"", 'previous generations', 'language use', 'young people', 'organising a dance', 'singing and composers', 'going to college']",S9X9,211,mm,1,50_plus,mm,1,1
60430,S0585,F,"['trying to get anon’s shoes clean', 'discussing current outfit', 'anon’s brother and living abroad', 'discussing another friend', 'getting ready', 'discussing a friend getting a dog,']",SXFR,152,mm dunno he might do he might not,10,19_29,mm dunno might might,0,1
56710,S0670,M,"['shakespeare', 'sarcasm', 'skill learning and “winning”', 'surnames and nicknames', 'golf', 'places of work']",SVCT,49,yeah,1,19_29,yeah,0,0
26633,S0680,F,"['making a shopping list', 'ages on birthday cards', 'buying calendar fobs', 'art and craft at school', 'other things from primary school', 'hockey boots', 'subjects for study at university – sound recording', 'wider take on social history', 'changes in computers and computing', 'passing computers to computing museum', 'volunteering at computing museum']",SEVC,201,"dunno whether <anon nameType=""n"" type=""name"" /> didn't do <trunc>s</trunc> top set usually",11,50_plus,dunno whether anon nametype n type name trunc trunc top set usually,1,1
56806,S0671,M,"['shakespeare', 'sarcasm', 'skill learning and “winning”', 'surnames and nicknames', 'golf', 'places of work']",SVCT,437,oh so I own the gas company not the stadium though,11,19_29,oh gas company stadium though,0,0
58744,S0426,M,"['home decorating', 'bathrooms', 'tradespeople', 'kitchens; talk about friends']",SWW8,192,"right because of course the pipes don't go through the tiles the pipes go through the wall <pause dur=""short"" /> okay",19,50_plus,right course pipes go tiles pipes go wall pause dur short okay,1,1
52428,S0680,F,"['local authority trees outside anon’s house', 'leeds triathlon and disruption on 12 june', 'about selling things to a shop in harehills', 'leeds', 'other shops in leeds', 'bicycle', 'bags for life carrier bags local authority recycling and bin issues']",SRWD,513,but I don't think I think some of them do keep them chained to their erm thingy-bob but as I say some of the other houses they do have erm,31,50_plus,think think keep chained erm thingy bob say houses erm,1,1
3872,S0253,M,"['packing for a holiday', 'clothes', 'energy bills', 'eating', 'muse', 'football', 'e-cigarettes', 'plans for a weekend', 'holiday money', 'taxis', 'a friend’s stag party', 'airports', 'reading', 'a friend visiting germany', 'plans for christmas', 'the scottish referendum for independence', 'royal family', 'increasing cost rail travel', 'a friend’s cat']",S3DA,906,you always be a member of it,7,19_29,always member,0,1
27498,S0013,F,['no info'],SF6K,414,not sure <unclear /> a lot of families have belong to farmers around here don't they,16,50_plus,sure unclear lot families belong farmers around,1,1
47398,S0650,M,"['birth of grandchild. being born abroad. what things are like in france: property', 'enterprise', 'land', 'anarchists and bureaucrats', 'french visitors to london. chichester cathedral spire collapsing. architect called porden. open day and photo exhibition. art competition. argument about bollards. local housing management: failings of new landlord. book being written by speaker no 2. british library. philip of spain and mary tudor: experience of visiting spanish archives. austrian battleship disaster. historians. ']",SQ37,440,mm,1,50_plus,mm,1,1
3390,S0198,F,"['smoking cigarettes', 'moving apartments', 'future plans', 'university', 'family', 'inventory', 'music', 'extended family', 'marriage', 'living in south korea', 'friends', 'elt methodology', 'language', 'cooking', 'alcohol', 'making arrangements', 'driving', 'travelling.  ']",S38V,2156,"no <pause dur=""long"" />",1,19_29,pause dur long,0,1
6991,S0276,F,"['university', 'going out', 'food', 'dreams', 'tv shows', 'pregnancy', 'relationships with parents', 'future', 'travelling', 'foreign languages', 'studying', 'literature', '']",S5DJ,454,that's bull,3,19_29,bull,0,0
3058,S0192,M,"['smoking cigarettes', 'moving apartments', 'future plans', 'university', 'family', 'inventory', 'music', 'extended family', 'marriage', 'living in south korea', 'friends', 'elt methodology', 'language', 'cooking', 'alcohol', 'making arrangements', 'driving', 'travelling.  ']",S38V,831,yeah,1,19_29,yeah,0,0
26115,S0254,F,"['museums', 'parking', 'work', 'shopping', 'weddings', 'moving house', 'christmas and presents', 'interview for a masters', 'money', 'future plans', 'pets']",SESD,400,I've got such a lot of experience in that area I think,13,19_29,got lot experience area think,0,1
59096,S0426,M,"['safari-type wildlife holiday', 'university students', '(disertation supervisees); teaching arrangements; job advertisments & applicants']",SX6V,78,oh this one's looking up,6,50_plus,oh one looking,1,0
65314,S0012,M,['no info'],SZBV,335,yeah,1,50_plus,yeah,1,0
47957,S0282,F,"['birth of grandchild. being born abroad. what things are like in france: property', 'enterprise', 'land', 'anarchists and bureaucrats', 'french visitors to london. chichester cathedral spire collapsing. architect called porden. open day and photo exhibition. art competition. argument about bollards. local housing management: failings of new landlord. book being written by speaker no 2. british library. philip of spain and mary tudor: experience of visiting spanish archives. austrian battleship disaster. historians. ']",SQ37,999,mm,1,50_plus,mm,1,1
7330,UNKMALE,M,['bringing my daughter from abroad to live here'],S5ER,243,"<anon type=""place"" /> is it? <anon type=""place"" />",5,50_plus,anon type place anon type place,1,1
51518,S0584,M,"['planning for a charity rally: visa application discussions', 'donations', 'planning', 'passport photos: printing/taking', 'putting ads on gumtree']",SRNC,918,I hate it,3,19_29,hate,0,0
29882,S0529,F,"['difficulties at coping with university', 'anon’s low attendance', 'anon’s medication', 'children’s films', 'cinemas ']",SG4R,199,"I dunno what to do I I dunno whether to start taking <pause dur=""short"" /> the fluoxetine <pause dur=""short"" /> that I brought with me because <pause dur=""short"" /> I haven't made another appointment <pause dur=""short"" /> because",31,19_29,dunno dunno whether start taking pause dur short fluoxetine pause dur short brought pause dur short made another appointment pause dur short,0,1
38424,S0523,M,"['visit to china', 'people canoeing on the river exe', 'politics in china', 'and population concerns in england', 'losing our national identity.']",SLMB,681,erm but a warrior,4,50_plus,erm warrior,1,1
56041,S0084,F,"['food', 'identity', 'friends']",SV2V,865,oh huh,2,19_29,oh huh,0,0
6288,S0427,M,['home decorating; academic research project funding; coffee; italy; water companies; hadron collider'],S55B,132,apples pears,2,50_plus,apples pears,1,1
49809,S0238,F,"['birdsong identification', 'alarm clocks', 'feeding birds', 'the dentist', 'nosebleeds', 'feeding birds', 'gardening', 'elderly women', 'throat cancer', 'mutual friends']",SRBZ,40,mm yes mm mm,4,50_plus,mm yes mm mm,1,1
16521,S0284,M,"['a play and an actor', ""a 'who do you think you are' story"", 'family histories', ""women's careers"", 'previous generations', 'language use', 'young people', 'organising a dance', 'singing and composers', 'going to college']",S9X9,484,yes yes <trunc>wh</trunc>what church is that?,7,50_plus,yes yes trunc wh trunc church,1,1
14793,S0355,M,"['scottish referendum', 'job interview', 'colleague', 'my daughter', 'present personal situation.']",S9EP,598,because we're not American,5,50_plus,american,1,0
7449,S0281,M,['bringing my daughter from abroad to live here'],S5ER,362,"but other I'd have to <pause dur=""short"" /> well I can't get the <trunc>p</trunc> I can't get the the passport before I apply",22,50_plus,pause dur short well get trunc p trunc get passport apply,1,1
42745,S0289,F,"['advice about renovation projects for historic buildings', 'bidding for funds', 'workable business plans']",SNXL,152,and erm <trunc>i</trunc> the main thing was at a default by one tenant,12,50_plus,erm trunc trunc main thing default one tenant,1,1
34503,S0041,F,"['relationships', 'tv', 'monarchy']",SK3B,1643,"and June <pause dur=""short"" /> that's why I was thinking I'd rather wait a bit for my birthday actually",18,19_29,june pause dur short thinking rather wait bit birthday actually,0,0
32135,S0680,F,"['orchids', 'birthday cakes', 'school dinners', 'other stuff about our senior school', 'shopping in east kent', 'shopping in cambridge', 'cambridge university', 'plans for the afternoon']",SHHX,386,yes,1,50_plus,yes,1,1
4395,S0202,F,"['sports', 'music']",S3UC,184,<unclear />,1,19_29,unclear,0,0
13025,S0195,M,"['linguistics recording', 'friends', 'pregnancy', 'reunions', 'colloquialisms', 'post', 'chores', 'money and budgets', 'salary', 'marriage', 'joint bank accounts', 'south korea', 'education', 'tv', 'shopping', 'weather', 'childbirth', 'children', 'future plans', 'living abroad', 'university', 'form filling', 'accent', 'spanish', 'cigarettes', 'cost of living', 'old jobs', '']",S97Z,392,she used to be a right tea monster,8,19_29,used right tea monster,0,1
20321,S0058,F,"['food', 'holidays']",SD6X,700,you've got tzatziki in your beard,7,19_29,got tzatziki beard,0,1
13521,S0013,F,['no info'],S9DE,142,so you can't have had many cos you said it was a small school you can't have had many,21,50_plus,many cos said small school many,1,1
44995,S0486,F,"['control systems', 'mg cars', 'work ethics', 'getting things done.']",SPM5,423,"oh right what are doing on time here? oh only another two minutes to go <anon nameType=""m"" type=""name"" />",17,50_plus,oh right time oh another two minutes go anon nametype type name,1,1
20560,S0179,M,"['food', 'holidays']",SD6X,1649,like I said just cos he's he's got a better offer doesn't mean you cannot you know er I I'm not gonna be treated like that,32,19_29,like said cos got better offer mean cannot know er gonna treated like,0,0
15637,S0268,M,['local politics - planning applications; arrangements to attend a forthcoming planning'],S9HC,251,mm,1,50_plus,mm,1,1
64989,S0013,F,['no info'],SZBV,10,oh,1,50_plus,oh,1,0
31408,S0441,F,"['holiday in naples', 'boyfriend problems', 'relationships', 'friends', 'bbc good food show', 'christmas presents', 'housing.  ']",SHDM,354,and mm a few winners from the Bake Off were there doing interviews and stuff,15,19_29,mm winners bake interviews stuff,0,1
21312,S0450,F,"['food', 'work', 'holidays', 'ex-boyfriends', 'relationships. ']",SD92,24,"be ongoing to <pause dur=""short"" /> well <unclear>the actual sense of</unclear>",4,19_29,ongoing pause dur short well unclear actual sense unclear,0,0
62333,S0282,F,['what to do for the tape. consultation process. business case. rationale for location of new project. organisation of local health services. relationships with hospices. patient health. nursing of people at end of life. politics and geography. health budgets. use of estate agents. what new building might look like.'],SY5K,410,"oh right <anon type=""place"" /> like yes",5,50_plus,oh right anon type place like yes,1,1
13091,S0192,M,"['linguistics recording', 'friends', 'pregnancy', 'reunions', 'colloquialisms', 'post', 'chores', 'money and budgets', 'salary', 'marriage', 'joint bank accounts', 'south korea', 'education', 'tv', 'shopping', 'weather', 'childbirth', 'children', 'future plans', 'living abroad', 'university', 'form filling', 'accent', 'spanish', 'cigarettes', 'cost of living', 'old jobs', '']",S97Z,689,it was part of their have you heard of Confucius?,11,19_29,part heard confucius,0,1
6113,S0202,F,"['sports', 'uni', 'work', 'bands']",S52C,109,I wish I were adopted blah blah blah,8,19_29,wish adopted blah blah blah,0,0
56551,S0444,F,"['food', 'habits', 'friends', 'relationships', 'work', 'future planning. ']",SV4W,462,oh I will,3,19_29,oh,0,0
520,S0362,M,"['friends', 'family', 'work', 'holidays', 'festivals', 'houses']",S2C9,450,that's it they were playing in Hyde Park so like,11,19_29,playing hyde park like,0,0
12607,S0680,F,"['the great british sewing bee bbc tv programme', 'mum’s sewing', 'clothes mum made for sue in the 60s and 70s', '60s haircuts', 'car parking in central london']",S8SH,644,and I can't think what they were doing I think they were making a shopping bag or something I don't know,23,50_plus,think think making shopping bag something know,1,1
36913,S0679,F,"['discussing the past day', 'wicken fen nature reserve', 'online banking', 'savings and interest', 'housing and issues', 'issues about dave’s front door and door keys', 'mapping genotypes', 'planning the next day', 'christmas cards', 'choosing and delivering a christmas present to friend', 'issues with my mobility rollator', 'changing battery in electric candle', 'christmas lists']",SLJ5,3,you weren't leading it?,6,50_plus,leading,1,0
12461,S0680,F,"['the great british sewing bee bbc tv programme', 'mum’s sewing', 'clothes mum made for sue in the 60s and 70s', '60s haircuts', 'car parking in central london']",S8SH,498,yeah,1,50_plus,yeah,1,0
60788,S0355,M,"['news items', 'food', 'drinking']",SXJW,201,"as far as I'm aware yeah <pause dur=""short"" /> some people don't have that but she didn't talk to her sister for a long time she certainly didn't tell her she was dying so erm er her sister was a bit miffed and a bit peeved by her erm then <pause dur=""long"" /> hopefully she'll get over it <pause dur=""short"" /> so you know <pause dur=""short"" /> I don't know why was <anon nameType=""f"" type=""name"" /> an alcoholic why did she get swept away on it you know what was that all about? sad isn't it?",90,50_plus,far aware yeah pause dur short people talk sister long time certainly tell dying erm er sister bit miffed bit peeved erm pause dur long hopefully get pause dur short know pause dur short know anon nametype f type name alcoholic get swept away know sad,1,1
40319,S0012,M,['no info'],SMF3,957,the library bit,3,50_plus,library bit,1,0
3677,S0253,M,"['packing for a holiday', 'clothes', 'energy bills', 'eating', 'muse', 'football', 'e-cigarettes', 'plans for a weekend', 'holiday money', 'taxis', 'a friend’s stag party', 'airports', 'reading', 'a friend visiting germany', 'plans for christmas', 'the scottish referendum for independence', 'royal family', 'increasing cost rail travel', 'a friend’s cat']",S3DA,125,but their whole thing was like and I guess it is good cos it's people it's like probably didn't realise how much energy they were using cos you do forget,33,19_29,whole thing like guess good cos people like probably realise much energy using cos forget,0,0
1688,S0243,F,"['hand-thrown mugs', 'milk', 'weather', 'spiders', 'gardening (several times)', 'power cuts', 'birds', 'decorating', 'some friends of anon', 'a local festival', 'an accident in the home']",S2UT,496,mm,1,50_plus,mm,1,1
4204,S0247,F,"['superstitions / good luck / bad luck / sporting rituals', 'lucky charms', 'etc.']",S3TD,89,yeah,1,50_plus,yeah,1,0
12156,S0679,F,"['the great british sewing bee bbc tv programme', 'mum’s sewing', 'clothes mum made for sue in the 60s and 70s', '60s haircuts', 'car parking in central london']",S8SH,193,oh with the belt?,5,50_plus,oh belt,1,1
54414,S0084,F,[],SU82,473,mental prices aren't they?,6,19_29,mental prices,0,0
17293,S0015,F,"['food', 'china', 'laptop']",S9ZP,458,mm have you tried putting it on it since?,10,50_plus,mm tried putting since,1,1
30391,S0486,F,"['designing a glass door', 'and some gardening concerns.  ']",SG97,167,yeah I mean if it's a very bright panel,10,50_plus,yeah mean bright panel,1,1
51390,S0587,M,"['planning for a charity rally: visa application discussions', 'donations', 'planning', 'passport photos: printing/taking', 'putting ads on gumtree']",SRNC,332,so filling in the application for Uzbekistan and we have to submit it to the diplomatic mission at the Republic of Uzbekistan which is quite hard to say,28,19_29,filling application uzbekistan submit diplomatic mission republic uzbekistan quite hard say,0,0
55407,S0444,F,"['yoga', 'neighbours', 'singing', 'relationships', 'future']",SUPB,224,I just wanna be somewhere a little bit more accessible to home,13,19_29,wanna somewhere little bit accessible home,0,0
46154,S0524,M,"['career details as a producer for the bbc', 'natural history', 'looking at photography', 'talking about how perception is different in each individual. comparing experiences.']",SPY2,562,erm oh god I mean that is extraordinary too,9,50_plus,erm oh god mean extraordinary,1,1
44516,S0177,M,"['films', 'tv', 'iphones', 'work']",SP79,734,no is it an old film?,7,19_29,old film,0,0
22511,S0238,F,"['scruffy clothes', 'breakfast', 'fruit farms', 'deserted medieval villages', 'roadworks', 'jam', 'coffee', 'growing herbs', 'old people', 'junk mail', 'phones', ""selling anon's old house""]",SDHU,131,"you know and I thought something was gonna fall you know I thought the engine was gonna fall on the floor through through the it was just awful <pause dur=""short"" /> I only had to go a couple of hundred yards before the end of the roadworks was actually the entrance into the fruit farm",54,50_plus,know thought something gonna fall know thought engine gonna fall floor awful pause dur short go couple hundred yards end roadworks actually entrance fruit farm,1,1
49102,S0281,M,"['scottish referendum', 'job interview', 'colleague', 'my daughter', 'present personal situation.']",SQWW,125,erm I'll pop in there anyway it doesn't look very big,13,50_plus,erm pop anyway look big,1,1
34746,S0253,M,"['museums', 'parking', 'work', 'shopping', 'weddings', 'moving house', 'christmas and presents', 'interview for a masters', 'money', 'future plans', 'pets']",SKJ6,973,"but I know what you mean I'm not saying that's an excuse I mean <pause dur=""short"" /> hamburgers are my passion but <pause dur=""short"" /> I wouldn't break up with you just so I could eat more <trunc>hambur</trunc> I probably would",37,19_29,know mean saying excuse mean pause dur short hamburgers passion pause dur short break could eat trunc hambur trunc probably would,0,0
17316,S0281,M,"['food', 'china', 'laptop']",S9ZP,481,completely cleaned yeah so,4,50_plus,completely cleaned yeah,1,0
26674,S0679,F,"['making a shopping list', 'ages on birthday cards', 'buying calendar fobs', 'art and craft at school', 'other things from primary school', 'hockey boots', 'subjects for study at university – sound recording', 'wider take on social history', 'changes in computers and computing', 'passing computers to computing museum', 'volunteering at computing museum']",SEVC,242,saying how much saying how much he er he was a lost eleven-year-old and how he helped and,18,50_plus,saying much saying much er lost eleven year old helped,1,1
18358,S0192,M,"['university', 'linguistics', 'timetabling', 'tuition fees', 'research', 'lecturers', 'language classes', 'food', 'cooking', 'vegetarianism', 'animal treatment', 'food preparation', 'studying', 'dinner', 'supermarkets', 'languages', 'lunch', 'food combinations', 'south korea', 'men and women in south korea', 'festivals', 'china', 'travel', 'computer games for sale', 'family', 'back gardens', 'flats.']",SB9K,477,see how we go,4,19_29,see go,0,1
59289,S0427,M,"['safari-type wildlife holiday', 'university students', '(disertation supervisees); teaching arrangements; job advertisments & applicants']",SX6V,271,well I <trunc>th</trunc> <trunc>I</trunc><trunc>I</trunc>I don't know the full ins and outs of it erm if I <trunc>g</trunc> if I remember when I go back I'll might forward you the email er which which which might give you some idea about the structure erm but I know various people are contributing there is stuff on plagiarism and erm might be people from the library coming down to do stuff on,69,50_plus,well trunc th trunc trunc trunc trunc trunc know full ins outs erm trunc g trunc remember go back might forward email er might give idea structure erm know various people contributing stuff plagiarism erm might people library coming stuff,1,1
39769,S0013,F,['no info'],SMF3,407,"no <pause dur=""short"" /> and then couldn't use the bike for a year",11,50_plus,pause dur short use bike year,1,0
35977,S0179,M,"['parks', 'travelling', 'friends', 'unpaid internships', 'unemployment', 'renewable energy', 'careers services', 'work', 'animal rights', 'yorkshire', 'giving directions']",SL76,280,<unclear />,1,19_29,unclear,0,0
9612,S0529,F,"['the day', 'gossip about flatmate who got their taxi paid by ']",S6JL,115,"no I don't know <vocal desc=""laugh"" /> yeah <vocal desc=""laugh"" />",6,19_29,know vocal desc laugh yeah vocal desc laugh,0,0
22727,S0242,M,"['scruffy clothes', 'breakfast', 'fruit farms', 'deserted medieval villages', 'roadworks', 'jam', 'coffee', 'growing herbs', 'old people', 'junk mail', 'phones', ""selling anon's old house""]",SDHU,347,right right,2,50_plus,right right,1,1
42496,S0585,F,"['). napping', 'music discussions', 'other friends', 'laughing at old pictures', 'arguing…', '']",SNXG,1983,"<shift new=""singing"" /> <unclear /> <shift new=""normal"" />",1,19_29,shift new singing unclear shift new normal,0,0
5014,S0084,F,[],S48K,630,"twenty-eight? <vocal desc=""laugh"" />",2,19_29,twenty eight vocal desc laugh,0,0
37468,S0679,F,"['discussing the past day', 'wicken fen nature reserve', 'online banking', 'savings and interest', 'housing and issues', 'issues about dave’s front door and door keys', 'mapping genotypes', 'planning the next day', 'christmas cards', 'choosing and delivering a christmas present to friend', 'issues with my mobility rollator', 'changing battery in electric candle', 'christmas lists']",SLJ5,558,yeah,1,50_plus,yeah,1,0
62633,S0651,M,['what to do for the tape. consultation process. business case. rationale for location of new project. organisation of local health services. relationships with hospices. patient health. nursing of people at end of life. politics and geography. health budgets. use of estate agents. what new building might look like.'],SY5K,710,yeah hundred <trunc>p</trunc> whole thirty-seven pounds,5,50_plus,yeah hundred trunc p trunc whole thirty seven pounds,1,1
67123,S0058,F,"['tv', 'languages', 'friends', 'holidays', 'offices', 'comedy']",SZXQ,489,so it should be outdoors,5,19_29,outdoors,0,0
26179,S0253,M,"['museums', 'parking', 'work', 'shopping', 'weddings', 'moving house', 'christmas and presents', 'interview for a masters', 'money', 'future plans', 'pets']",SESD,659,<trunc>c</trunc> cos he's got his big hair like his big curly hair I've got a Brazil shirt,18,19_29,trunc c trunc cos got big hair like big curly hair got brazil shirt,0,0
52086,S0679,F,"['local authority trees outside anon’s house', 'leeds triathlon and disruption on 12 june', 'about selling things to a shop in harehills', 'leeds', 'other shops in leeds', 'bicycle', 'bags for life carrier bags local authority recycling and bin issues']",SRWD,171,it was a shop I don't know why you wanted to look at the shop to see if there was parking outside,23,50_plus,shop know wanted look shop see parking outside,1,1
62815,S0013,F,"['looking at pictures', 'dentists', 'gardening']",SYDJ,18,puddle,1,50_plus,puddle,1,0
225,S0486,F,"['art course running at the time', 'plus old issues concerning old college.']",S29X,226,exactly,1,50_plus,exactly,1,0
62741,S0384,M,"['university', 'literature', 'other people', 'films', 'hypothetical situations', 'work.']",SY8A,8,yeah,1,19_29,yeah,0,0
33798,S0041,F,[],SJLT,1868,"but I said to <anon nameType=""f"" type=""name"" /> in case wherever I am by the time he's finished",16,19_29,said anon nametype f type name case wherever time finished,0,1
17455,S0281,M,"['recent mail', 'job prospects']",SA9T,91,let's have a look,5,50_plus,let look,1,1
636,S0336,F,"['friends', 'family', 'work', 'holidays', 'festivals', 'houses']",S2C9,945,"so I think the I think they both pay like three hundred pound a month or something and that's their that's their mortgage and their bills so it's cheap for <anon nameType=""f"" type=""name"" /> even cheaper for <anon nameType=""f"" type=""name"" /> cos she's laughing like <pause dur=""short"" /> she's got somebody else paying off her mortgage for her <pause dur=""short"" /> but",55,19_29,think think pay like three hundred pound month something mortgage bills cheap anon nametype f type name even cheaper anon nametype f type name cos laughing like pause dur short got somebody else paying mortgage pause dur short,0,0
2556,S0439,F,"['food', 'weekend', 'work', 'english counties and places', 'halloween parties', 'future 5-year plans.  ']",S382,1510,"mm <pause dur=""short"" /> there seems to be a bloody lot of them",10,19_29,mm pause dur short seems bloody lot,0,1
51622,S0587,M,"['planning for a charity rally: visa application discussions', 'donations', 'planning', 'passport photos: printing/taking', 'putting ads on gumtree']",SRNC,1392,"<vocal desc=""laugh"" />",0,19_29,vocal desc laugh,0,0
36057,S0058,F,"['parks', 'travelling', 'friends', 'unpaid internships', 'unemployment', 'renewable energy', 'careers services', 'work', 'animal rights', 'yorkshire', 'giving directions']",SL76,655,yes,1,19_29,yes,0,1
14604,S0355,M,"['scottish referendum', 'job interview', 'colleague', 'my daughter', 'present personal situation.']",S9EP,409,what do you think the quality of these recordings are? do people phone you up and say look what is this you've sent me?,27,50_plus,think quality recordings people phone say look sent,1,1
61870,S0084,F,"['exercise', 'relationships']",SXWH,695,mm,1,19_29,mm,0,1
38240,S0523,M,"['visit to china', 'people canoeing on the river exe', 'politics in china', 'and population concerns in england', 'losing our national identity.']",SLMB,497,"you know? so erm <pause dur=""short"" /> this is",7,50_plus,know erm pause dur short,1,1
37692,S0679,F,"['discussing the past day', 'wicken fen nature reserve', 'online banking', 'savings and interest', 'housing and issues', 'issues about dave’s front door and door keys', 'mapping genotypes', 'planning the next day', 'christmas cards', 'choosing and delivering a christmas present to friend', 'issues with my mobility rollator', 'changing battery in electric candle', 'christmas lists']",SLJ5,782,yeah,1,50_plus,yeah,1,0
61993,S0651,M,['what to do for the tape. consultation process. business case. rationale for location of new project. organisation of local health services. relationships with hospices. patient health. nursing of people at end of life. politics and geography. health budgets. use of estate agents. what new building might look like.'],SY5K,70,rationale in suggesting that it should be,7,50_plus,rationale suggesting,1,0
21412,S0450,F,"['food', 'work', 'holidays', 'ex-boyfriends', 'relationships. ']",SD92,397,oh that's good,4,19_29,oh good,0,0
54897,S0084,F,[],SU82,2411,in in life,3,19_29,life,0,0
4451,S0679,F,"['tidying out a cupboard', 'memories of our ‘gardening set’ toy', 'memories of our ‘bako’ building set', 'issues around tidying out', 'weather']",S3XC,47,"no <pause dur=""short"" /> mm <pause dur=""short"" /> yes <pause dur=""short"" /> yes <pause dur=""short"" /> and the flooring that sort of brown sort of not really plastic but something a bit earlier",21,50_plus,pause dur short mm pause dur short yes pause dur short yes pause dur short flooring sort brown sort really plastic something bit earlier,1,1
23649,S0281,M,"['recent news', 'personal situation']",SDJ9,545,wow,1,50_plus,wow,1,0
42309,S0587,M,"['). napping', 'music discussions', 'other friends', 'laughing at old pictures', 'arguing…', '']",SNXG,1241,<unclear>no go on</unclear>,0,19_29,unclear go unclear,0,0
66978,S0528,M,"['swedish massage', 'hospice', 'nursery education', 'wife', 'female equality', 'terminology', 'the me event next year and the involvement of women.']",SZT4,380,what's going on,4,50_plus,going,1,0
41138,S0289,F,"['sources of funds to convert churches', 'history of a charitable building', 'fundraising tips']",SN59,59,so why would you give them any more?,9,50_plus,would give,1,1
32573,S0679,F,"['orchids', 'birthday cakes', 'school dinners', 'other stuff about our senior school', 'shopping in east kent', 'shopping in cambridge', 'cambridge university', 'plans for the afternoon']",SHHX,824,and they set two years or something,7,50_plus,set two years something,1,1
550,S0336,F,"['friends', 'family', 'work', 'holidays', 'festivals', 'houses']",S2C9,573,bless him indeed,3,19_29,bless indeed,0,0
20316,S0058,F,"['food', 'holidays']",SD6X,675,"in all fairness I don't think we're allowed to put a <vocal desc=""laugh"" /> real car there",16,19_29,fairness think allowed put vocal desc laugh real car,0,0
