speaker_id,conv_id,turn,text,length,label
S0362,S2C9,58,"like oh shit that's that's my idea <vocal desc=""laugh"" />",9,19_29
S0336,S2C9,59,"exactly so it's just a bit awkward so erm <pause dur=""short"" /> I don't know I think <anon nameType=""f"" type=""name"" /> and <anon nameType=""f"" type=""name"" /> have kind of taken the reins back a little bit now but I just don't know what <pause dur=""short"" /> it could be a really nice weekend <pause dur=""short"" /> but I think it's gonna be quite cliquey in that like people will stick to the people that they know",66,19_29
S0362,S2C9,60,yeah,1,19_29
S0336,S2C9,61,"erm <pause dur=""short"" /> and I think it will I think it could be a bit boring at times so I think you will have people going off and like <pause dur=""short"" /> you know I can imagine <anon nameType=""f"" type=""name"" />'s mum <anon nameType=""f"" type=""name"" /> and <anon nameType=""f"" type=""name"" /> maybe going off for a walk if they want to go and explore a little bit and they might have a couple of stragglers with them but then other people might wanna stay in and play games or do you know what I mean? I think it's gonna be a bit of a weird one but like",99,19_29
S0362,S2C9,62,that could be nice though,5,19_29
S0336,S2C9,63,I think so I mean what I don't really understand is like,13,19_29
S0362,S2C9,64,"or <trunc>sh</trunc> <trunc>sh</trunc> or they should allow what I would do in that situation like right you know <pause dur=""short"" /> there's er this <trunc>m</trunc> morning or till three o'clock",25,19_29
S0336,S2C9,65,do what you like,4,19_29
S0362,S2C9,66,you can do what you like,6,19_29
S0336,S2C9,67,yeah,1,19_29
S0362,S2C9,68,you you can go away and <trunc>s</trunc> and explore,8,19_29
S0336,S2C9,69,and I think you need to do that for a whole weekend like you can't plan like forty-eight fifty-eight odd hours' worth of entertainment it's stupid you might as well say like oh so this morning like erm you can do whatever you like here's a couple of things you could do in the local area or you can just do whatever you want but like what they've done is they've picked the cottage because it's pretty and they've not really looked at the location so what they've done is booked the place and then looked at the location and thought oh,111,19_29
S0362,S2C9,70,shit there's nothing there,5,19_29
S0336,S2C9,71,"there's nothing here <pause dur=""short"" /> and it's you just wouldn't would you? like if you were gonna pick a nice cottage you'd probably make sure that A there's some either a nice walk or like there's some sort of activity that you could do <pause dur=""short"" /> but there's nothing",54,19_29
S0362,S2C9,72,but <trunc>li</trunc>,1,19_29
S0336,S2C9,73,"apart from this quad biking yeah nothing <pause dur=""long"" /> and it's awkward as well cos like they've picked somewhere that's three hours away from here but kind of in the arse end of nowhere so everybody's got to drive <pause dur=""short"" /> and you've got fifteen people that don't all know each other like trying to coordinate lifts so like some are going down early some are some are going down late like <pause dur=""short"" /> and then because they're staying in a cottage they want to do a massive food shop and take food with us so they're charging everybody X amount for food but obviously they're gonna effectively dictate what people are eating for the weekend I'm just like oh <trunc>th</trunc> it's just awkward they've they've they've given themselves a really tough job",141,19_29
S0362,S2C9,74,"in that situation again what I would do is I'd take I'd <unclear /> going I'd make sure I've got erm <pause dur=""short"" /> a cooked breakfast for every day che-che-che easy",32,19_29
S0336,S2C9,75,yeah,1,19_29
S0362,S2C9,76,"everyone can have what they want of that <pause dur=""short"" /> lunch I would just get loads of bread and",17,19_29
S0336,S2C9,77,sandwich fillings,2,19_29
S0362,S2C9,78,just sandwich filling,3,19_29
S0336,S2C9,79,yeah,1,19_29
S0362,S2C9,80,and they can just make that and for and for tea you just do like buffet,16,19_29
S0336,S2C9,81,"yeah or you could even like cos there's fifteen of us you could just like divide people into groups and sort of say right on night one these people are cooking so <trunc>betwee</trunc> between now and then like think about what you wanna cook and then send us a list and we'll add it to the shop or whatever so then every night you've got different people cooking <pause dur=""short"" /> it's just hard <pause dur=""short"" /> yeah I'm leaving them to me and <anon nameType=""f"" type=""name"" /> are staying well and truly out of it like it got so cringe cos like",99,19_29
S0362,S2C9,82,"<vocal desc=""laugh"" /> oh no",2,19_29
S0336,S2C9,83,cos like,2,19_29
S0362,S2C9,84,I can imagine them hating life,6,19_29
S0336,S2C9,85,"yeah and like <anon nameType=""f"" type=""name"" /> was starting to like demand strippers and shit like that and you're just like oh that's so <trunc>ta</trunc>",23,19_29
S0362,S2C9,86,"<anon nameType=""f"" type=""name"" /> was?",3,19_29
S0336,S2C9,87,"yeah and you just think like it's <anon nameType=""f"" type=""name"" />'s hen do I can't see <anon nameType=""f"" type=""name"" /> finding a stripper funny and also <pause dur=""short"" /> strippers are awkward at the best of times but more awkward when you have to like get them to come to your house like it's not as if you're like out in a club and it's a bit funny like <pause dur=""short"" /> they come into a cottage of fifteen girls like that's not enough of crowd for it to be the",86,19_29
S0362,S2C9,88,not the most outgoing group of girls,7,19_29
S0336,S2C9,89,"no <pause dur=""short"" /> and I'm just like we're not",9,19_29
S0362,S2C9,90,with you lot with your girls,6,19_29
S0336,S2C9,91,yeah,1,19_29
S0362,S2C9,92,then I would,3,19_29
S0336,S2C9,93,you could see it,4,19_29
S0362,S2C9,94,cos it would just be bad like,7,19_29
S0336,S2C9,95,exactly,1,19_29
S0362,S2C9,96,they'd just they'd just like take the piss out of him,13,19_29
S0336,S2C9,97,it's just not the right group of people at all and it's just,15,19_29
S0362,S2C9,98,is it gonna happen?,6,19_29
S0336,S2C9,99,"I don't know I think they've actually opted for a butler in the buff which I think is actually more awkward so some mate who's gonna serve us cocktails naked or with a like a little apron on <pause dur=""long"" /> yeah",43,19_29
S0362,S2C9,100,"<vocal desc=""laugh"" />",0,19_29
S0336,S2C9,101,it's so weird,4,19_29
S0362,S2C9,102,"so we're going to we're doing a similar sort of thing for <anon nameType=""f"" type=""name"" />'s birthday with all friends we're going to",24,19_29
S0336,S2C9,103,what? a butler in the buff?,8,19_29
S0362,S2C9,104,"yeah that's it <vocal desc=""laugh"" />",4,19_29
S0336,S2C9,105,"<vocal desc=""laugh"" />",0,19_29
S0362,S2C9,106,no we'll get a stripper,6,19_29
S0336,S2C9,107,"<vocal desc=""laugh"" />",0,19_29
S0362,S2C9,108,"that's what is it? or was I I just literally made that up <pause dur=""short"" /> it was must have been a strange day then",24,19_29
S0336,S2C9,109,"I was gonna say I hope not <pause dur=""long"" /> no I think he's in bed",15,19_29
S0362,S2C9,110,"erm we're going to <anon type=""place"" /> for <pause dur=""short"" /> just for like a few days",13,19_29
S0336,S2C9,111,oh that'll be nice yeah,6,19_29
S0362,S2C9,112,so all all her friends in the couples are all going,11,19_29
S0336,S2C9,113,that's quite cute,4,19_29
S0362,S2C9,114,er so that'll be good so we're we're going that sort of <trunc>ov</trunc> over a weekend,18,19_29
S0336,S2C9,115,yeah,1,19_29
S0362,S2C9,116,"I think we we're paying <pause dur=""short"" /> I think what was it? like <pause dur=""short"" /> sixty <trunc>pou</trunc> or <trunc>fif</trunc> yeah sixty pound <pause dur=""short"" /> each for like <pause dur=""short"" /> a few days or something",26,19_29
S0336,S2C9,117,for <trunc>ju</trunc> a few nights that's really good,8,19_29
S0362,S2C9,118,so I think,3,19_29
S0336,S2C9,119,so what is it? at the end of next month is it?,14,19_29
S0362,S2C9,120,"yeah in the March <pause dur=""short"" /> I feel a bit pressured though cos obviously like I know it's my girlfriend's birthday so like I'm gonna have to be a bit like",33,19_29
S0336,S2C9,121,yeah,1,19_29
S0362,S2C9,122,host-ish,1,19_29
S0336,S2C9,123,I know,2,19_29
S0362,S2C9,124,it's a bit weird innit?,9,19_29
S0336,S2C9,125,how many of you is there?,7,19_29
S0362,S2C9,126,there's fifteen of us going,6,19_29
S0336,S2C9,127,that's quite a lot so who's the odd one out?,13,19_29
S0362,S2C9,128,er I think there's a few,7,19_29
S0336,S2C9,129,oh okay so it's not everybody who's in couples?,12,19_29
S0362,S2C9,130,"no <vocal desc=""laugh"" />",1,19_29
S0336,S2C9,131,okay,1,19_29
S0362,S2C9,132,"or the <pause dur=""short"" /> or <pause dur=""short"" /> well no one of the girl's fella is in the Marines I think <pause dur=""short"" /> er and <anon nameType=""f"" type=""name"" /> <anon nameType=""f"" type=""name"" /> who used to go out with <anon nameType=""m"" type=""name"" />",28,19_29
S0336,S2C9,133,yeah,1,19_29
S0362,S2C9,134,"it's not <anon nameType=""f"" type=""name"" /> she's got a new fella I think he's in the Marines and then there's <pause dur=""short"" /> oh who else is going actually? but yeah anyway <vocal desc=""laugh"" /> whatever the situation is it'll be fine because they do <trunc>th</trunc> they're them lot are be fine like they",51,19_29
S0336,S2C9,135,yeah,1,19_29
S0362,S2C9,136,"do things like all the time so <pause dur=""short"" /> so it'll be good so it'll be a good laugh",19,19_29
S0336,S2C9,137,fair enough,2,19_29
S0362,S2C9,138,"so that's in March in <anon type=""place"" /> bit of a <unclear /> so it means <trunc>li</trunc> that's like the start of my week off so that'll be nice",28,19_29
S0336,S2C9,139,that'll be nice yeah,5,19_29
S0362,S2C9,140,"actually no it's not I've got work on the Monday and Tuesday <pause dur=""short"" /> anyway",15,19_29
S0336,S2C9,141,"<vocal desc=""laugh"" /> but at least",3,19_29
S0362,S2C9,142,it's a <unclear />,4,19_29
S0336,S2C9,143,nice little relaxing weekend though yeah,6,19_29
S0362,S2C9,144,"yeah it'll be good <pause dur=""short"" /> so that's that'll be nice I sort of planned we were thinking about going away but we just don't know where what to do in the summer <pause dur=""short"" /> are you going away?",40,19_29
S0336,S2C9,145,erm potentially erm,3,19_29
S0362,S2C9,146,"seen the line-up for <anon type=""place"" />?",6,19_29
S0336,S2C9,147,mm?,2,19_29
S0362,S2C9,148,"seen the line-up for <anon type=""place"" />? some funky people on",10,19_29
S0336,S2C9,149,"erm I could probably let you into a little secret actually I don't know how bothered you'd be but erm I've I've got like &#252;ber girlfriend points today erm I have basically sorted <anon nameType=""m"" type=""name"" />'s birthday present but he doesn't know <pause dur=""short"" /> so erm",48,19_29
S0362,S2C9,150,I didn't know how bothered you'd be,9,19_29
S0336,S2C9,151,what?,2,19_29
S0362,S2C9,152,don't know how bothered you'd be if you want some,12,19_29
S0336,S2C9,153,don't know erm well I got really excited cos I I think it's a really smug present so erm I was listening to Ed Sheeran in the Live Lounge and I was like oh I was like oh this is really good oh oh like cos I've seen him live and I was like oh that would be really cool and then I looked and I was like oh you know sold out blah-blah-blah and I'm like oh I tell you know I know who really love Ben Howard like I'll have a little bit of a google see if Ben Howard's playing and erm I could see that a load of his like gigs and stuff were sold out and I've seen,130,19_29
S0362,S2C9,154,yeah,1,19_29
S0336,S2C9,155,that he's playing at a festival called The Citadel he's playing at a festival called The Citadel festival in London on the like nineteenth of July or something,30,19_29
S0362,S2C9,156,at er er Olympic Park?,6,19_29
S0336,S2C9,157,"like yeah <pause dur=""short"" /> and it's him and Bombay Bicycle Club",10,19_29
S0362,S2C9,158,yeah,1,19_29
S0336,S2C9,159,which are like two of our like like fave faves,10,19_29
S0362,S2C9,160,cos we saw him so you've bought the tickets?,11,19_29
S0336,S2C9,161,yeah,1,19_29
S0362,S2C9,162,we've,2,19_29
S0336,S2C9,163,"<vocal desc=""laugh"" />",0,19_29
S0362,S2C9,164,"now you've said that we <anon nameType=""f"" type=""name"" /> we went to that gig last year do you remember we",18,19_29
S0336,S2C9,165,it,1,19_29
S0362,S2C9,166,went,1,19_29
S0336,S2C9,167,yeah,1,19_29
S0362,S2C9,168,when it it was Mumford and Sons,7,19_29
S0336,S2C9,169,yeah,1,19_29
S0362,S2C9,170,and we saw him play there a few times?,10,19_29
S0336,S2C9,171,oh yeah I remember you saying yeah,7,19_29
S0362,S2C9,172,"oh <anon nameType=""m"" type=""name"" /> remind me that I want",7,19_29
S0336,S2C9,173,yeah,1,19_29
S0362,S2C9,174,"to see him next week erm <pause dur=""short"" /> when we went last year he was quality",14,19_29
S0336,S2C9,175,really?,2,19_29
S0362,S2C9,176,"he was so good because like <pause dur=""short"" /> erm I'll show you on the computer <pause dur=""short"" /> of like the way the way it goes <pause dur=""short"" /> so you've got the tickets for it?",31,19_29
S0336,S2C9,177,"yeah <pause dur=""short"" /> I'm really excited cos like it's obviously like it's two weeks after his birthday so I'm just gonna I'm gonna have to like keep schtum for like the next five months or whatever <pause dur=""short"" /> but he's gonna love it like they're like <pause dur=""short"" /> both albums we play on like repeat all the time",62,19_29
S0362,S2C9,178,I bet I bet hours,5,19_29
S0336,S2C9,179,yeah,1,19_29
S0362,S2C9,180,"thought you were gonna say cos we're going to see Ben Howard in erm <pause dur=""short"" /> er the in in the end of er April",25,19_29
S0336,S2C9,181,yeah that's when he's,6,19_29
S0362,S2C9,182,or like,2,19_29
S0336,S2C9,183,gigging yeah,2,19_29
S0362,S2C9,184,yeah it er it er anyway,6,19_29
S0336,S2C9,185,"yeah <pause dur=""short"" /> so erm I I thought about it but erm these tickets were like only forty-five pounds which I thought was quite good",23,19_29
S0362,S2C9,186,"yeah well <anon nameType=""f"" type=""name"" /> mentioned it to me the other day <pause dur=""short"" /> so what were you saying?",16,19_29
S0336,S2C9,187,well I was gonna say like,7,19_29
S0362,S2C9,188,shall we go?,4,19_29
S0336,S2C9,189,yeah come with us I've well,7,19_29
S0362,S2C9,190,you've I've actually I was genuinely thinking about getting that for her because I was like well I didn't know what I was gonna get her,30,19_29
S0336,S2C9,191,yeah so,2,19_29
S0362,S2C9,192,I've got er the thing is I've got her like Ben Howard tickets for like,17,19_29
S0336,S2C9,193,I know,2,19_29
S0362,S2C9,194,and we're seeing him with like a few of us there,12,19_29
S0336,S2C9,195,"<vocal desc=""laugh"" />",0,19_29
S0362,S2C9,196,so I was bit like do you wanna do it again?,13,19_29
S0336,S2C9,197,but erm yeah it's like,6,19_29
S0362,S2C9,198,but if you're going as well,7,19_29
S0336,S2C9,199,yeah exactly,2,19_29
S0362,S2C9,200,like class,2,19_29
S0336,S2C9,201,Sunday in London like I can,6,19_29
S0362,S2C9,202,it was seriously a good day so we got the train well early,13,19_29
S0336,S2C9,203,yeah,1,19_29
S0362,S2C9,204,so a few drinks on the train like and it was the hottest day,14,19_29
S0336,S2C9,205,really?,2,19_29
S0362,S2C9,206,you'll see in a minute yeah,7,19_29
S0336,S2C9,207,I'm excited now cos like I I've bought these tickets,12,19_29
S0362,S2C9,208,I'll show you what it's like,8,19_29
S0336,S2C9,209,"and then realised I'm not actually gonna be able to tell him for like five months so I'm gonna get really excited <vocal desc=""laugh"" /> and he's not got a a fucking clue",35,19_29
S0362,S2C9,210,yeah so like so you will keep like this is under the <unclear />,13,19_29
S0336,S2C9,211,oh yeah,2,19_29
S0362,S2C9,212,"so you walk in through there that's the upper stadium <pause dur=""long"" /> and <trunc>yo</trunc> and then you <trunc>w</trunc> literally walk so you walk all",21,19_29
S0336,S2C9,213,go through it,3,19_29
S0362,S2C9,214,the way down there and then you walk like round the side of the stadium past like these places and,20,19_29
S0336,S2C9,215,yeah,1,19_29
S0362,S2C9,216,"so <pause dur=""short"" /> and then it's what the gig was called it was called Gentlemen of the Road so you walk in <pause dur=""long"" /> you walk in through there and it's just fucking massive",32,19_29
S0336,S2C9,217,really?,2,19_29
S0362,S2C9,218,"it's such a long walk <pause dur=""short"" /> and then so you walk like all the way through there and there's like a few tents up that were just like random music playing",32,19_29
S0336,S2C9,219,yeah,1,19_29
S0362,S2C9,220,"some bars going we well we got there well early and you like walk and then round the back er but again round the side and get <pause dur=""short"" /> so that's yeah that's how far the walk is <pause dur=""short"" /> so you start walk in there walk all the way round through the stadium <vocal desc=""laugh"" />",52,19_29
S0336,S2C9,221,"<vocal desc=""laugh"" />",0,19_29
S0362,S2C9,222,all the way round here and like at this time it's boiling hot,14,19_29
S0336,S2C9,223,yeah,1,19_29
S0362,S2C9,224,and we're like,4,19_29
S0336,S2C9,225,sweating your arse off,4,19_29
S0362,S2C9,226,"and like we dumped our drinks we liked necked them earlier <vocal desc=""laugh"" /> and we were like what the hell? this is ridiculous",22,19_29
S0336,S2C9,227,"<vocal desc=""laugh"" />",0,19_29
S0362,S2C9,228,and they like put all flags up everywhere so you're walking in,13,19_29
S0336,S2C9,229,oh that's cool,4,19_29
S0362,S2C9,230,"and then the gig <pause dur=""short"" /> cos we got there early like it's on erm like AstroTurf",16,19_29
S0336,S2C9,231,yeah,1,19_29
S0362,S2C9,232,so it's not muddy or anything,7,19_29
S0336,S2C9,233,that's good,3,19_29
S0362,S2C9,234,so even if it was raining,6,19_29
S0336,S2C9,235,it's fine,3,19_29
S0362,S2C9,236,"and then the stadium's there and I imagine <pause dur=""short"" /> like it was literally the hottest day of my I've",20,19_29
S0336,S2C9,237,yeah,1,19_29
S0362,S2C9,238,like so much so that I had to take my shirt off,12,19_29
S0336,S2C9,239,"<vocal desc=""laugh"" />",0,19_29
S0362,S2C9,240,"I was dripping <pause dur=""short"" /> and that was",6,19_29
S0336,S2C9,241,well I'm excited cos we went to Bestival last year and we weren't that impressed like the music wasn't that good and like I think I'm over the whole like camping and living like a hobo for like a long weekend,45,19_29
S0362,S2C9,242,well this it's literally the <trunc>d</trunc>,6,19_29
S0336,S2C9,243,so this is nicer isn't it?,8,19_29
S0362,S2C9,244,so there's like there's literally there's like bars and places to eat all down the side and there's there's <trunc>h</trunc> I don't know why but people like there's their own stuff like what the fuck would you want that for? like get a grip,51,19_29
S0336,S2C9,245,"<vocal desc=""laugh"" />",0,19_29
S0362,S2C9,246,but we were just like obviously into,7,19_29
S0336,S2C9,247,but like yeah,3,19_29
S0362,S2C9,248,into the music,3,19_29
S0336,S2C9,249,I think this this one's got like they've got like massive food halls and all this kind of stuff as well so like we could get our munch on and I'm like,35,19_29
S0362,S2C9,250,it's fucking expensive in there,6,19_29
S0336,S2C9,251,is it?,3,19_29
S0362,S2C9,252,"yeah <vocal desc=""laugh"" />",1,19_29
S0336,S2C9,253,I don't I don't doubt that but I'm really really chuffed,14,19_29
S0362,S2C9,254,"we <trunc>s</trunc> what what we did <pause dur=""short"" /> which was really cool as well like you could just tell everyone was really pissed off with us because <vocal desc=""laugh"" /> like we took food",28,19_29
S0336,S2C9,255,yeah,1,19_29
S0362,S2C9,256,"so like we er went to er <pause dur=""short"" /> well we had to be well-equipped it was so hot we went to like Morrisons",22,19_29
S0336,S2C9,257,yeah,1,19_29
S0362,S2C9,258,"got a salad bar for the day just tucked into that had like crisps and just little munchies all the day and everyone was like walking around with these fat burgers going fucking hell it cost me twelve quid <vocal desc=""laugh"" /> like and we're like wahey",45,19_29
S0336,S2C9,259,feeling really smug,3,19_29
S0362,S2C9,260,but like you can that sort of thing like you do that sort of thing,15,19_29
S0336,S2C9,261,yeah,1,19_29
S0362,S2C9,262,like you could take backpacks in and everything and,9,19_29
S0336,S2C9,263,that's good,3,19_29
S0362,S2C9,264,erm so that's great shout for you,8,19_29
S0336,S2C9,265,"good I'm very excited it was it was it was a complete fluke that I stumbled across it it's not like I normally plan <anon nameType=""m"" type=""name"" />'s presents like five months in advance but",35,19_29
S0362,S2C9,266,no and we do exactly the same,7,19_29
S0336,S2C9,267,yeah,1,19_29
S0362,S2C9,268,like proper random,3,19_29
S0336,S2C9,269,yeah,1,19_29
S0362,S2C9,270,"because we <trunc>hea</trunc> we heard about it <pause dur=""short"" /> and er like and she said I really just like there's these tickets coming up and like I think it's gonna be really hard to get <trunc>ti</trunc> like they're coming up blah-blah this day like shall we do it? I was like yeah yeah we'll do it we'll do and she like rings me the next day going you will never believe it but like I've found a place where they're actually selling them now like I'm gonna buy them I was like yeah do it sweet best we say that was the best day of our life",114,19_29
S0336,S2C9,271,yeah,1,19_29
S0362,S2C9,272,like I we're together best day I've ever had,11,19_29
S0336,S2C9,273,oh I like the sound of,6,19_29
S0362,S2C9,274,"who's headlining? cos I reckon <pause dur=""short"" /> I think they'll be someone <trunc>bet</trunc> better than Bombay Bicycle headliners",18,19_29
S0336,S2C9,275,do you think?,4,19_29
S0362,S2C9,276,yeah,1,19_29
S0336,S2C9,277,well they're the only two announced at the moment but,11,19_29
S0362,S2C9,278,exactly,1,19_29
S0336,S2C9,279,yeah erm and so they're they're announcing more so I'm quite excited but that that's totally our vibe like it's totally our kind of music,30,19_29
S0362,S2C9,280,I know,2,19_29
S0336,S2C9,281,so I'm really excited,5,19_29
S0362,S2C9,282,we we saw erm <unclear>Bear's Den</unclear> so we went to see him,10,19_29
S0336,S2C9,283,yeah you said yeah,4,19_29
S0362,S2C9,284,at a gig oh mate it was the best gig,10,19_29
S0336,S2C9,285,really?,2,19_29
S0362,S2C9,286,well it wasn't the best gig but like it was quality it was so good,16,19_29
S0336,S2C9,287,yeah,1,19_29
S0362,S2C9,288,"saw them we went down <trunc>t</trunc> <pause dur=""short"" /> we went down to London to see <anon nameType=""f"" type=""name"" /> <anon nameType=""f"" type=""name"" />'s friend on the <trunc>S</trunc> Sunday and then went to <anon type=""place"" /> on the Monday <pause dur=""short"" /> and we were in this tiny little er tiny little gig",38,19_29
S0336,S2C9,289,in Corn Exchange? no in one of them then,10,19_29
S0362,S2C9,290,"<trunc>i</trunc> it was it was the er you know went to er no Cambridge? Oxford <vocal desc=""laugh"" />",15,19_29
S0336,S2C9,291,"okay <vocal desc=""laugh"" />",1,19_29
S0362,S2C9,292,sorry I I did that all weekend as well like,10,19_29
S0336,S2C9,293,"really? <vocal desc=""laugh"" />",2,19_29
S0362,S2C9,294,yeah where <trunc>wh</trunc> what time are we going to Cambridge? no we're going to Oxford I was like,19,19_29
S0336,S2C9,295,"<vocal desc=""laugh"" />",0,19_29
S0362,S2C9,296,"shit shit Oxford <pause dur=""short"" /> anyway we went to Oxford it was the <trunc>Ox</trunc> the <trunc>O</trunc> there's an O2 one of the O2s is in Oxford",23,19_29
S0336,S2C9,297,oh right okay,3,19_29
S0362,S2C9,298,I think it's tiny like,6,19_29
S0336,S2C9,299,yeah,1,19_29
S0362,S2C9,300,"no more than three hundred people in there <pause dur=""short"" /> dead small <pause dur=""short"" /> did you see my Instagram post?",17,19_29
S0336,S2C9,301,maybe was it like of the stage?,8,19_29
S0362,S2C9,302,yeah like,2,19_29
S0336,S2C9,303,yeah I think so,4,19_29
S0362,S2C9,304,dead close,2,19_29
S0336,S2C9,305,"yeah <pause dur=""short"" /> I'll be with you in a second <pause dur=""long"" />",9,19_29
S0362,S2C9,306,like as in we're that close,7,19_29
S0336,S2C9,307,yeah that's cool isn't it?,8,19_29
S0362,S2C9,308,so that was that was seriously cool,7,19_29
S0336,S2C9,309,yeah,1,19_29
S0362,S2C9,310,and like wherever you'd have stood it was it was good,12,19_29
S0336,S2C9,311,you could actually see,4,19_29
S0362,S2C9,312,and then they did an encore okay and we're stood in the middle of the crowd,17,19_29
S0336,S2C9,313,that's cool,3,19_29
S0362,S2C9,314,"that was literally the coolest so we and we'd loved them like we saw them at at the er <pause dur=""short"" /> at that the er Generate gig the year the year before and I really liked them",36,19_29
S0336,S2C9,315,yeah,1,19_29
S0362,S2C9,316,and I was like no I'm doing like it's gonna be a band like that nobody had really heard of that I'm just gonna listen to a lot of and,35,19_29
S0336,S2C9,317,yeah,1,19_29
S0362,S2C9,318,"and like I'm I'm I love them <pause dur=""short"" /> and I've obviously got the album and I play it all the time and I got tickets they were twelve quid the tickets and <anon nameType=""f"" type=""name"" />'s got me for for like Christmas <pause dur=""short"" /> as one of my presents",47,19_29
S0336,S2C9,319,that's really good,4,19_29
S0362,S2C9,320,and it was literally class like really really good and like there was so much so cos it was a small gig and they were getting a bit of heckling and they were like,34,19_29
S0336,S2C9,321,yeah,1,19_29
S0362,S2C9,322,bouncing it back and then somebody I don't know how it worked but somebody like mentioned earlier like about <trunc>s</trunc> music and I think they must like have taken <unclear />,30,19_29
S0336,S2C9,323,yeah,1,19_29
S0362,S2C9,324,"<unclear /> it's almost like part of it in terms of and then all of a sudden he was like like somebody said turn it up I just can't get it out of my head and they were like and then somebody shouts a song like whatever like yeah and he was like yeah tune that to be fair and everyone was like <vocal desc=""misc"" /> and like and like now come on we're not playing it and everyone was like yeah like you've",84,19_29
S0336,S2C9,325,"<vocal desc=""laugh"" />",0,19_29
S0362,S2C9,326,"gotta <trunc>pl</trunc> you play it play it and they were like oh really? <vocal desc=""laugh"" /> really? and everyone was like yeah and then they were like we're gonna have to play it and then like one one of them was like counting them down we're gonna have to like work out how we're gonna play this song so it was like",67,19_29
S0336,S2C9,327,that's hilarious,3,19_29
S0362,S2C9,328,"so he's like <trunc>shou</trunc> he's shouting out like <vocal desc=""laugh"" /> erm they they were like cos they're quite quiet that group so they're like there was three of them so they're like what key are we gonna play? so and like and they were like yeah that works and they were like yeah you're gonna be <trunc>playi</trunc> yeah yeah yeah cool <pause dur=""short"" /> it was like and you could tell him like working it out in his head like <pause dur=""short"" /> and then oh shit I could somebody tell me like the first word <vocal desc=""laugh"" /> of the song?",99,19_29
S0336,S2C9,329,yeah,1,19_29
S0362,S2C9,330,"and then somebody like yeah <trunc>b</trunc> like no one could know <vocal desc=""laugh"" />",10,19_29
S0336,S2C9,331,didn't know,3,19_29
S0362,S2C9,332,no one knew so someone got it up on Google,10,19_29
S0336,S2C9,333,yeah,1,19_29
S0362,S2C9,334,"<vocal desc=""laugh"" /> and they like started like preaching the lyrics to him <vocal desc=""laugh"" /> and he was like yeah <trunc>ye</trunc> I got it I got it I got it and then he just sung it quality like",32,19_29
S0336,S2C9,335,that's so good,4,19_29
S0362,S2C9,336,"and he mixed it with another song <pause dur=""short"" /> with a Drake song",11,19_29
S0336,S2C9,337,yeah,1,19_29
S0362,S2C9,338,"er so like <trunc>Dr</trunc> the Drake song was the erm <pause dur=""short"" /> like the the the chorus",14,19_29
S0336,S2C9,339,yeah,1,19_29
S0362,S2C9,340,"but they're really quite <pause dur=""short"" /> they were <trunc>qui</trunc> they're like so folky so they're like",16,19_29
S0336,S2C9,341,yeah,1,19_29
S0362,S2C9,342,just these three lads but one plays the banjo sometimes there's three and,14,19_29
S0336,S2C9,343,that's quite cool,4,19_29
S0362,S2C9,344,there's three and it's like three guitars,9,19_29
S0336,S2C9,345,yeah,1,19_29
S0362,S2C9,346,you should listen to them,5,19_29
S0336,S2C9,347,yeah I'll have to,5,19_29
S0362,S2C9,348,their I think their album's only like eight quid,10,19_29
S0336,S2C9,349,really?,2,19_29
S0362,S2C9,350,on erm on on Itunes,5,19_29
S0336,S2C9,351,yeah,1,19_29
S0362,S2C9,352,er and just proper we proper got into them er and it was class and we think we're gonna get we could get er another gig of theirs for cheap before they go over fifteen quid,38,19_29
S0336,S2C9,353,big yeah,2,19_29
S0362,S2C9,354,"so we think we've got like <trunc>en</trunc> enough in us to to do that <pause dur=""short"" /> cos I saw Ed Sheeran for <pause dur=""short"" /> for a tenner",23,19_29
S0336,S2C9,355,yeah I'm glad you saw him when he was small,11,19_29
S0362,S2C9,356,like he rock he rocks it like and,8,19_29
S0336,S2C9,357,yeah,1,19_29
S0362,S2C9,358,but,1,19_29
S0336,S2C9,359,I remember you going,4,19_29
S0362,S2C9,360,like it wasn't er yeah cos I <trunc>cou</trunc> I popped in to see you before,15,19_29
S0336,S2C9,361,yeah,1,19_29
S0362,S2C9,362,didn't I? but I saw him just as he was like being absolutely,15,19_29
S0336,S2C9,363,breaking yeah,2,19_29
S0362,S2C9,364,"nailed on the radio <pause dur=""short"" /> and it was unbelievable and then obviously now I've seen them I hope that <trunc>c</trunc> er erm <trunc>j</trunc> <trunc>re</trunc> Greg James had him on song song of the week",31,19_29
S0336,S2C9,365,yeah,1,19_29
S0362,S2C9,366,"a couple of months back <pause dur=""short"" /> so hopefully like they'll make it but I'll probably get",17,19_29
S0336,S2C9,367,yeah,1,19_29
S0362,S2C9,368,get <trunc>ge</trunc> another gig in there but,6,19_29
S0336,S2C9,369,"yeah it's a weird one isn't it? cos when you find a band that you like you're like you almost don't wanna share them like obviously you want them to be successful but like <pause dur=""short"" /> they do <trunc>c</trunc> like Ed Sheeran now I would never bother going to watch him like why would you wanna go and watch him in an arena? that's not really his <pause dur=""short"" /> that's not where I think he does his best work like",85,19_29
S0362,S2C9,370,"no <pause dur=""long"" /> where we obviously Rock City",6,19_29
S0336,S2C9,371,yeah,1,19_29
S0362,S2C9,372,like obviously you can hear everyone singing,7,19_29
S0336,S2C9,373,yeah,1,19_29
